Column,BRAND,REVENUE,UNITS_MOVED
2393,NOT YOUR FATHERS,$189.81,19.00
3505,TRULY SPIKED & SPARKLING,$189.81,19.00
78,ALKA SELTZER,$189.51,29.00
2043,MADE IN NATURE,$189.50,30.00
3751,ZEE ZEES,$189.00,54.00
2069,MAPLE LEAF FARMS,$188.79,21.00
1849,KOALAPOUCH,$188.73,27.00
1055,E AND S PETS,$188.73,27.00
929,DEEP RIVER SNACKS,$187.74,126.00
278,BEANFIELDS,$187.53,47.00
3544,UNISOM,$186.86,24.00
257,BARNUMS,$186.78,54.00
1457,GROWN IN IDAHO,$186.56,54.00
3315,SWEET LEAF,$186.52,112.00
574,CAPRICCIO,$185.83,17.00
2943,SALDO,$184.95,5.00
1673,JERGENS,$184.87,55.00
2443,OLD OAK,$184.47,43.00
3113,SKINTIMATE,$184.20,52.00
1988,LIVINGSTON CELLARS,$183.84,16.00
2228,MOSS,$183.71,69.00
3582,VERNORS,$183.00,61.00
2672,POST HONEYCOMB,$182.89,41.00
3147,SNOWS,$182.78,82.00
919,DAVID,$182.21,75.00
2251,MRS FEARNOWS,$181.80,42.00
3713,WRIGHT,$181.14,30.00
3685,WILD PLANET,$180.51,41.00
1869,KRINOS,$180.35,23.00
656,CHARLES KRUG,$179.96,4.00
3422,THORN,$179.96,4.00
110,AMSTEL,$179.90,10.00
1299,GALLO FAMILY,$179.88,12.00
1373,GLEN ELLEN,$179.88,12.00
632,CELLAS,$179.80,20.00
3377,TERVAPET,$179.73,27.00
3440,TINAS,$179.60,238.00
3426,TIC TAC,$179.40,60.00
2968,SAPPORO,$179.36,51.00
3185,SOY VAY,$179.11,31.00
1374,GLICO POCKY,$178.65,83.00
1606,ICELANDIC GLACIAL,$178.43,77.00
1853,KODIAK CAKES POWER WAFFLES,$178.24,32.00
63,AIR HEADS,$178.17,97.00
2911,ROYAL,$177.84,108.00
2956,SAN J,$177.37,37.00
2542,PASTA RONI,$176.70,110.00
1748,KC MASTERPIECE,$176.51,59.00
1152,FAMOUS AMOS,$176.43,53.00
845,CRAVE,$176.25,35.00
1765,KEEBLER ZESTA,$175.94,46.00
2829,RED ROCK DELI,$175.89,41.00
1014,DREAM BRANDS,$175.89,51.00
3542,UNIBROUE,$175.78,22.00
2946,SALIX HEALTHY HIDE,$175.66,26.00
95,ALPINE,$175.64,56.00
2815,REAMES,$175.64,56.00
593,CAROLINA PACKER,$175.60,40.00
3704,WONKA,$175.57,119.00
1611,IDAHO SPUDS,$175.43,117.00
3094,SIMPLY PROTEIN,$174.95,105.00
569,CAPE COD SELECT,$174.48,40.00
85,ALLEGRA,$174.28,8.00
392,BODEGAS ESCORIHUELA,$173.91,9.00
3156,SOL,$173.83,24.00
759,COCO REAL,$173.75,35.00
1362,GINNY O'S,$173.71,29.00
598,CARROLL SHELBY,$173.34,52.00
500,BUGLES,$173.26,70.00
1720,JUMEX,$173.21,159.00
3384,THATS IT,$173.01,79.00
2630,PIONEER,$172.89,141.00
525,C2O,$172.08,72.00
2898,ROMBAUER VINEYARDS,$171.96,4.00
5,14 HANDS WINERY,$171.88,12.00
851,CREATIVE CONVERTING,$171.77,63.00
3539,UNCLE MATTS ORGANIC,$171.57,43.00
2627,PINE RIDGE,$170.91,9.00
3717,WRIGLEYS DOUBLE MINT,$170.86,108.00
3238,STERNO,$170.81,19.00
986,DOLCERIA ALBA,$170.81,19.00
3001,SCOPE,$170.41,39.00
809,COOLHAUS,$170.19,31.00
2376,NK HURST,$170.04,56.00
94,ALPHA FOODS,$169.92,38.00
752,COAST,$169.88,12.00
2994,SCHOFFERHOFER,$169.85,29.00
342,BIRDSONG,$169.83,17.00
2844,REFRESH,$169.71,13.00
3354,TANIMURA AND ANTLE,$169.66,34.00
2889,ROGUE,$168.83,17.00
3494,TRU FRU,$168.74,26.00
2662,POPCHIPS,$168.23,37.00
170,ASPERCREME,$168.22,20.00
3509,TRUWHIP,$167.96,54.00
404,BOMBSHELL BEER COMPANY,$167.88,12.00
286,BECKS,$167.88,12.00
2392,NOS,$167.61,39.00
1365,GIRARDS,$167.47,33.00
3146,SNOWFLOSS,$167.44,56.00
1412,GOOD LIVING,$167.03,37.00
2021,LUBRIDERM,$166.90,28.00
2814,REALIME,$166.83,67.00
1432,GRANDMA UTZS,$166.76,44.00
1328,GENERAL MILLS,$166.73,31.00
2247,MRS BUTTERWORTHS,$166.67,43.00
339,BIOTRUE,$166.65,15.00
373,BLUE HARBOR,$166.64,60.00
3606,VIRGINIA SLIMS LIGHTS,$166.58,6.00
3207,ST IVES,$166.22,38.00
104,AMERICAN SPIRIT,$165.36,24.00
3414,THE VELVET DEVIL,$164.89,11.00
356,BLACKSTONE,$164.89,11.00
1121,EUCERIN,$164.07,19.00
2732,PURELL,$163.25,47.00
3468,TORTIYAHS,$163.02,38.00
597,CARRINGTON FARMS,$162.95,15.00
868,CRUNCH,$162.53,93.00
3343,TAHITIAN TREAT,$162.29,71.00
2245,MR KOOKS,$162.25,25.00
190,AURA CACIA,$162.14,26.00
3250,STONERIDGE,$161.82,18.00
2823,RED LOBSTER,$161.75,55.00
2107,MATLAWS,$161.73,27.00
869,CRUNCH N MUNCH,$161.46,54.00
77,ALIGN,$161.45,5.00
210,BABY RUTH,$161.18,103.00
655,CHARLES AND CHARLES WINERY,$160.91,9.00
584,CARMEX,$160.73,101.00
704,CHOCK FULL O NUTS,$160.72,28.00
1195,FITJOY,$160.54,46.00
537,CAL ORGANIC,$160.53,47.00
2636,PLACKERS,$160.38,54.00
2176,MILOS KITCHEN,$160.24,16.00
64,AJAX,$160.19,81.00
2169,MILBRANDT VINEYARDS,$159.92,8.00
700,CHLOE,$159.90,10.00
415,BOOMERANGS,$159.90,42.00
80,ALKALINE 88,$159.85,115.00
408,BONAFIDE PROVISIONS,$159.84,16.00
1271,FRUIT 2-0,$159.84,16.00
2433,OKEEFFES,$159.23,23.00
2622,PIKNIK,$159.10,42.00
3557,V VAPORUB,$158.95,23.00
2770,QUALITY FOODS,$158.91,9.00
950,DESCHUTES BREWERY,$158.86,14.00
1292,G E REVEAL,$158.84,26.00
2413,OATMEAL CRISP,$158.18,32.00
3479,TRAPICHE,$157.85,15.00
1747,KAVA,$157.63,27.00
1443,GREEN CHILE,$157.16,50.00
1987,LIVING PROOF,$156.94,6.00
1465,GUNDELSHEIM,$156.81,29.00
13,3M,$156.74,66.00
1,100 GRAND,$156.20,142.00
3499,TRUE MYTH,$155.92,8.00
827,CORONADO BREWING,$155.88,12.00
2900,ROOTS FOODS,$155.61,39.00
1650,JACK DANIELS,$155.55,25.00
2140,METHOD,$155.33,39.00
2934,SACO MIX N DRINK,$155.20,32.00
2982,SAVORY WILD,$154.69,31.00
1312,GARLIC EXPRESSIO,$154.69,31.00
738,CLEAR EYES,$154.13,37.00
1270,FRONTERA,$153.97,55.00
230,BALLATORE,$153.86,14.00
2612,PHILLY GOURMET,$153.86,14.00
2605,PETMATRIX DREAMSTICKS,$153.78,22.00
2676,POST RAISIN BRAN,$153.62,38.00
387,BOBOS,$153.56,44.00
313,BENEFIBER,$153.15,13.00
3521,TWISTED PUNCH,$153.02,98.00
2915,RUBY BAY,$152.83,17.00
1970,LINDSAY,$152.80,50.00
2796,RAISIN NUT BRAN,$152.15,31.00
146,AQUAPHOR,$152.09,21.00
1315,GARNIER FRUCTIS,$152.00,34.00
884,CURRENCY,$151.92,8.00
3736,YOPLAIT WHIPS,$151.88,224.00
1206,FLIP FLOP,$151.81,19.00
2315,NATURE NATES,$151.81,19.00
3242,STEWARTS,$151.62,38.00
3095,SIMPLY SALINE,$151.46,22.00
2935,SAFE CATCH,$151.12,42.00
758,COCO LOPEZ,$150.94,34.00
1351,GILLETTE GOOD NEWS,$150.65,15.00
3554,V PURE ZZZS,$150.42,16.00
1368,GLABANI,$150.07,43.00
1776,KELLOGGS DISNEY FROZEN II,$150.00,50.00
409,BONANZA,$149.95,5.00
658,CHARLES SMITH KUNG FU GIRL,$149.90,10.00
2461,ONE,$149.85,15.00
2408,O DOULS,$149.82,18.00
660,CHARLESTON MIX,$149.75,25.00
2290,NAKANO,$149.60,44.00
1728,K-Y,$149.49,21.00
3555,V SINEX,$149.35,17.00
1324,GELATO FIASCO,$149.35,27.00
1211,FLUFF,$149.31,79.00
3664,WHISPERING ANGEL,$148.94,6.00
1127,EVERY MAN JACK,$148.02,18.00
1113,ERATH,$147.93,7.00
229,BALLAST POINT,$147.88,12.00
2908,ROSE'S,$147.63,37.00
96,ALPINE FRESH,$147.63,37.00
3126,SMART ONES,$147.48,66.00
3638,WAY BETTER SNACKS,$147.19,41.00
1960,LIFESAVERS GUMMISAVERS,$147.12,54.00
1081,EGGO,$146.95,25.00
780,COLUMBIA WINERY,$146.93,7.00
3230,STEAZ,$146.78,82.00
3030,SEBASTIAN,$146.62,8.00
2491,OSCAR MAYER NATURAL PLATES,$146.58,42.00
2246,MR PIBB,$146.51,49.00
385,BOB'S,$146.51,49.00
2876,RITTER SPORT,$146.43,41.00
2016,LOVE BEETS,$146.13,37.00
2032,LUKES ORGANIC,$145.77,43.00
891,DAELMANS,$145.63,27.00
3465,TOPPS,$145.27,73.00
2792,RAINBOW LIGHT,$145.13,5.00
1103,ENJOY LIFE,$145.00,20.00
1661,JARRITOS,$144.96,128.00
2850,RENEW LIFE,$144.59,9.00
107,AMP,$144.42,58.00
3298,SUNPOINT,$144.42,58.00
3425,THRIVE,$143.92,8.00
3366,TAZO,$143.90,34.00
936,DELIRIUM,$143.88,12.00
2154,MICHELOB ULTRA LIGHT,$143.84,16.00
529,CACIQUE,$143.82,18.00
3026,SEAPOINT FARMS,$143.72,48.00
294,BEER NUTS,$143.64,36.00
2749,PURINA KITTEN CHOW,$143.05,23.00
2906,ROSEMOUNT ESTATE,$142.87,13.00
3411,THE SPICE HUNTER,$142.87,13.00
2489,OSCAR MAYER DELI FRESH,$142.87,13.00
1591,HUBBA BUBBA,$142.58,94.00
3449,TOFFIFAY,$142.31,19.00
174,ASTROGLIDE,$141.48,18.00
11,3 MUSKETEERS,$141.43,108.00
338,BIOTENE,$141.37,19.00
2304,NATTY DADDY,$141.30,20.00
2657,PONDS,$141.04,32.00
3260,STRONGBOW,$140.87,13.00
1446,GREEN MAN,$140.87,13.00
2661,POP TARTS,$140.60,38.00
226,BALANCE,$140.58,142.00
1500,HASK,$140.31,21.00
3658,WET ONES,$140.15,45.00
1181,FINCA LAS MORAS,$139.93,7.00
3681,WICKLES,$139.54,26.00
3536,ULTRA CHEWY,$139.32,108.00
2094,MARYS GONE CRACKERS,$139.17,23.00
1077,EFFERDENT,$139.04,30.00
2785,RAEBURN,$138.94,6.00
1496,HARMLESS HARVEST,$138.67,33.00
842,CRACKER JACK,$138.54,86.00
1112,EQUAL,$138.04,36.00
1688,JOHN BOY & BILLYS,$137.97,33.00
1203,FLEURS DE PRAIRI,$137.94,6.00
2510,PACIFICO,$137.92,9.00
1519,HELPING HAND,$137.84,52.00
90,ALMARK,$137.80,60.00
2705,PRODUCE,$137.54,46.00
706,CHOCOLOVE,$137.45,45.00
2720,PUKKA,$137.00,20.00
549,CAMBRIA,$136.95,5.00
2793,RAINBRELLA,$136.85,15.00
695,CHILLYCOW,$136.27,23.00
2006,LOTRIMIN,$136.03,13.00
3164,SOMERSAULTS,$136.01,29.00
1135,EXCALIBUR,$135.83,17.00
1767,KELLERS,$135.66,34.00
1701,JOLLY RANCHER,$135.64,36.00
579,CAREFREE,$135.64,46.00
265,BASIC LIGHTS,$135.58,2.00
3378,TETLEY,$135.56,36.00
621,CATS PRIDE,$135.38,30.00
3462,TOP FLO,$135.27,23.00
2964,SANTA CRUZ ORGANIC,$135.06,24.00
75,ALEXANDER VALLEY VINEYARD,$134.95,5.00
3623,W & J GRAHAMS,$134.95,5.00
477,BROQUEL,$134.91,9.00
2780,QUINTA LIXA,$134.85,15.00
270,BAUDUCCO,$134.83,17.00
2762,Q DRINKS,$134.73,27.00
3429,TIESTA TEA,$134.73,27.00
3097,SINBAD SWEETS,$134.73,27.00
2044,MADECASSE,$134.70,30.00
3357,TASTEE CHOICE,$134.67,23.00
2456,OLLY,$134.31,9.00
790,COMSTOCK,$133.87,33.00
1861,KOOPS,$133.83,45.00
192,AURORA NATURAL,$133.78,22.00
2752,PURINA MOIST AND MEATY,$133.60,20.00
1467,GWALTNEY GREAT BOLONY,$133.59,61.00
3038,SELSUN BLUE,$133.45,15.00
1676,JFG,$133.40,40.00
1745,KATZ GLUTEN FREE,$132.81,19.00
256,BARNEY BUTTER,$132.73,11.00
1629,IRON CHEF,$132.47,25.00
2158,MIDOL,$132.04,16.00
1521,HENRYS,$131.90,10.00
664,CHATEAU MORRISETTE,$131.89,11.00
3480,TRAPPERS CHOICE,$131.88,12.00
3643,WEIHENSTEPHANER,$131.81,19.00
3302,SUPERIOR,$131.76,24.00
58,AIR BOSS,$131.21,29.00
444,BRASWELL,$130.21,29.00
363,BLOWING ROCK,$129.87,13.00
2400,NURSERY,$129.67,73.00
1310,GARDETTOS,$129.49,47.00
431,BOULDER CANYON,$129.13,37.00
3598,VILLAGE NATURALS,$128.30,20.00
9,21ST AMENDMENT,$127.89,11.00
3058,SHINER,$127.86,14.00
465,BRITA,$127.84,8.00
246,BARBASOL,$127.71,69.00
255,BARKTHINS,$127.55,29.00
3039,SENECA,$127.50,51.00
2751,PURINA MOIST & MEATY,$127.01,19.00
3562,VAGISIL,$126.81,23.00
3417,THERMACARE,$126.72,16.00
2830,RED ROSE,$126.70,28.00
3271,SUCKERPUNCH GOURMET,$126.44,16.00
87,ALLEGRO,$126.25,27.00
2292,NAKED WILD,$126.24,16.00
2777,QUEST,$125.97,27.00
3197,SPOKEN BARREL,$125.94,6.00
2083,MARQUES DE RISCAL,$125.94,6.00
3686,WILD TONIC,$125.94,6.00
3047,SEVEN DEADLY ZINS,$125.93,7.00
2803,RAW BAR,$125.91,9.00
1150,FAMILY FINEST TAKE N BAKE,$125.86,14.00
12,34 DEGREES,$125.79,21.00
577,CARBONA,$125.77,21.00
3103,SISTEMA PLASTICS,$125.74,26.00
1769,KELLOGGS ALL BRAN,$125.71,25.00
724,CLAIROL NICE N EASY,$125.62,14.00
2122,MEE TU,$125.53,31.00
3608,VISINE,$124.93,21.00
570,CAPE LINE,$124.90,10.00
464,BRILLO,$124.90,60.00
3390,THE CAROLINA NUT CO,$124.81,27.00
3398,THE GOOD BEAN,$124.75,25.00
985,DOLCE BABY,$124.75,25.00
1713,JOYVA,$124.61,17.00
3477,TRANS OCEAN,$124.41,39.00
264,BASIC FOUR,$124.31,25.00
1635,ITEMS 4 U,$124.29,31.00
1556,HOLLOWAY HOUSE,$124.09,21.00
2805,RAYMOND,$123.95,5.00
2056,MALLOMARS,$123.93,27.00
401,BOLLA,$123.93,7.00
3418,THINK BAR,$123.81,77.00
1318,GAS-X,$123.78,22.00
496,BUDDY FRUITS,$123.75,99.00
2388,NORTH BAY PRODUCE,$123.69,31.00
733,CLEAN & CLEAR,$123.18,18.00
276,BEACH CLIFF,$121.51,95.00
1898,LA PREFERIDA ORGANIC,$121.17,63.00
163,ARRID,$121.16,34.00
3346,TAKARA,$120.89,11.00
462,BRIGHT WAY,$120.50,30.00
611,CASILLERO DEL DIABLO,$119.95,5.00
657,CHARLES SMITH,$119.94,6.00
3199,SPORTS ILLUSTRATED,$119.92,8.00
3111,SKINNYGIRL,$119.90,10.00
2486,ORVIETO,$119.90,10.00
3289,SUNBUTTER,$119.88,12.00
3721,WYNGAARD,$119.88,12.00
1272,FRUIT BY THE FOOT,$119.86,24.00
490,BUCKLER NA,$119.85,15.00
1781,KELLOGGS HAPPY INSIDE,$119.80,20.00
3264,STUMPTOWN COFFEE ROASTERS,$119.76,8.00
3402,THE KRYSSOS CO,$119.76,24.00
436,BOYLAN,$119.76,24.00
3575,VEGETABLE THINS,$119.70,30.00
1551,HOBES COUINTRY HAM,$119.70,30.00
1843,KIX,$119.70,30.00
3415,THERABREATH,$119.38,12.00
1805,CELESTIAL SEASONINGS,$119.30,14.00
735,CLEAN SLATE,$118.93,7.00
2786,RAGAPPLE LASSIE,$118.93,7.00
449,BRAZIN,$118.93,7.00
3633,WARSTEINER,$118.93,7.00
3139,SMOKY PARK,$118.86,14.00
1282,FUN POPS,$118.84,30.00
2618,PICKLED PINK,$118.71,17.00
1358,GILLETTE VENUS & OLAY,$118.41,5.00
2248,MRS CAMPBELL,$118.34,50.00
2029,LUDENS,$118.24,60.00
844,CRAFTERS UNION,$117.88,12.00
563,CANINE CARRY OUTS,$117.74,48.00
702,CHLORASEPTIC,$117.37,19.00
2837,REDKEN,$116.94,6.00
973,DIPPIN STIX,$116.00,58.00
2625,PILOT,$115.99,31.00
3193,SPEED STICK,$115.93,29.00
788,COMPLETE,$115.91,11.00
2788,RAGU PIZZA QUICK SAUCE,$115.82,54.00
1785,KELLOGGS NUTRI GRAIN,$115.71,29.00
2347,NEURO,$115.67,43.00
2467,ORAJEL,$115.45,15.00
1242,FRANKLIN FARMS,$115.29,21.00
2950,SALSA GOD,$115.29,21.00
514,BUTCHER BLOCK,$115.17,33.00
1274,FRUIT ROLLUPS,$114.94,26.00
435,BOYLAN,$114.77,23.00
3595,VIGO,$114.27,53.00
2280,MUTTI,$114.23,37.00
2312,NATURALLY HEALTHY,$114.18,16.00
1667,JELL O,$114.10,44.00
3255,STP,$113.94,22.00
2836,REDHOOK,$113.94,10.00
1842,KITU,$113.62,38.00
19,4TH AND HEART,$113.40,10.00
828,CORTIZONE,$113.31,19.00
731,CLAWSON,$112.29,16.00
1061,EAST COAST FRESH CUT,$112.25,25.00
2270,MUNCHOS,$112.00,56.00
315,BENZIGER,$111.94,6.00
397,BOEKENHOUTSKLOOF,$111.93,7.00
1982,LITTLE BLACK DRESS,$111.93,7.00
2045,MADRIA SANGRIA,$111.92,8.00
1286,FUNKY BUDDHA,$111.89,11.00
3655,WESTERN,$111.72,28.00
527,CABO FRESH,$111.72,28.00
2269,MUNCHIES,$111.71,39.00
1463,GULDENS,$111.65,47.00
1754,KEEBLER DANISH WEDDING,$111.61,29.00
2164,MIKE AND IKE,$111.23,73.00
2137,MERRYVALE,$110.97,3.00
1712,JOY CONE,$110.96,34.00
2003,LORNA DOONE,$110.80,20.00
1730,KA-ME,$110.75,33.00
3647,WELLS,$110.71,29.00
2426,OFF THE EATEN PATH,$110.70,30.00
3160,SOLERO,$110.48,20.00
1200,FLEET,$110.41,25.00
391,BODEGA NORTON,$109.95,5.00
417,BOONSHINE,$109.90,10.00
2516,PALMETTO,$109.90,10.00
114,ANCIANO,$109.89,11.00
3190,SPATEN,$109.89,11.00
1986,LIVETRENDS,$109.83,17.00
1790,KELLOGGS SMART START,$109.75,25.00
2296,NASACORT,$109.67,5.00
2224,MORINAGA,$109.45,55.00
848,CREAM,$108.77,73.00
41,ACCENT,$108.59,21.00
652,CHAMPS DE PROVENCE,$107.96,4.00
2459,ONCE AGAIN,$107.92,8.00
2428,OGGI,$107.88,12.00
225,BAKERY ON MAIN,$107.82,18.00
634,CELLO WHISPS,$107.82,18.00
3192,SPECIALTY BAKERS,$107.81,39.00
3572,VEEDA,$107.76,24.00
3275,SUE BEE,$107.73,27.00
1710,JOVIAL,$107.73,27.00
804,COOKIE CRISP,$107.71,31.00
927,DEE DEES GOURMET,$107.69,11.00
958,DI MARTINO,$107.64,36.00
2405,NUTRO,$107.63,9.00
2230,MOTHERS COOKIES,$107.08,24.00
3342,TAGAMENT,$107.01,9.00
3228,STAYFREE,$106.92,20.00
380,BLUES HOG,$106.84,16.00
244,BAR KEEPERS FRIEND,$106.44,40.00
175,ATA,$106.34,26.00
1827,KING OSCAR,$106.28,32.00
309,BELLUCCI,$105.43,9.00
3222,STASH TEA,$105.35,25.00
173,ASTORIA,$104.94,6.00
2540,PASCHA,$104.85,15.00
1530,HERSHEYS NUGGETS,$104.85,15.00
3661,WHEATIES,$104.79,21.00
3132,SMASHMALLOW,$104.79,21.00
2417,OCEANS HALO,$104.79,21.00
1461,GUERRERO,$104.69,33.00
3172,SOUR PUNCH,$104.65,35.00
2822,RED JR,$104.52,28.00
3754,ZERO,$104.50,95.00
476,BROOKWOOD FARMS,$104.33,17.00
799,CONSORT,$104.17,19.00
970,DIMETAPP,$104.01,15.00
3648,WENSLEYDALE,$103.87,13.00
1189,FIRST RESPONSE,$103.83,7.00
3170,SOS,$103.47,33.00
1749,KEDEM,$103.40,28.00
206,AZO,$102.98,12.00
1167,FELINE PINE,$102.80,8.00
7,20 MULE TEAM BORAX,$102.77,19.00
3118,SKYLARK,$102.44,26.00
3134,SMIRNOFF ICE,$102.42,23.00
1616,IMPERIAL,$102.39,77.00
27,A LA BRAVA,$102.33,27.00
1046,DURAFLAME STIX,$102.29,35.00
1229,FORTRESS,$101.97,3.00
3546,UPPERCUT,$101.94,6.00
3728,YES WAY ROSE,$101.94,6.00
1630,IRONY,$101.93,7.00
1163,FATWOOD,$101.76,24.00
2372,NISHIKI,$101.56,20.00
1361,GINGER SNAPS,$101.54,18.00
847,CRAZY RICHARDS,$101.40,28.00
880,CULTURELLE,$101.36,4.00
2060,MAMMA CHIA,$101.21,29.00
2161,MIGHTY LEAF,$100.93,7.00
3069,SIERRA NEVADA CHEESE,$100.89,11.00
1936,LEE KUM KEE,$100.80,20.00
2322,NATURES GREENS,$100.78,22.00
3634,WASA,$100.75,25.00
1758,KEEBLER SANDIES,$100.62,26.00
1617,IMPRESS,$100.51,15.00
2198,MITCHUM,$100.44,22.00
1464,GULF,$100.12,24.00
3340,TACHO,$99.95,5.00
460,BRIDLEWOOD,$99.95,5.00
1665,JEAN-LUC COLOMBO,$99.95,5.00
3501,TRUE UTILITY,$99.90,10.00
1021,DREYERS EDYS,$99.80,20.00
1399,GOLDEN HOME,$99.80,20.00
642,CEPACOL,$99.18,20.00
1632,ISLAND BAMBOO,$98.95,5.00
2804,RAYLEN,$98.93,7.00
899,DALES,$98.85,25.00
3588,VICTOR ALLEN,$98.82,18.00
2558,PEARSONS,$98.67,33.00
1354,GILLETTE SENSOR 3,$98.61,13.00
846,CRAYOLA,$98.50,28.00
1389,GOETZES,$98.30,30.00
1744,KATZ,$97.86,14.00
3277,SUGARDALE,$97.72,28.00
2391,NORTHLAND,$97.72,28.00
1906,LAKEVIEW FARMS,$97.72,28.00
641,CENTRUM SILVER,$97.55,7.00
2827,RED ROBIN,$97.44,28.00
3098,SINFUL,$97.43,45.00
1872,KRUSTEAZ,$97.39,31.00
3202,SPRAYWAY,$97.30,24.00
2439,OLD LONDON,$97.24,26.00
2831,RED STAR,$97.23,47.00
475,BROOKSIDE,$97.06,24.00
2895,ROLLING ROCK,$96.89,11.00
3641,WEETABIX,$96.84,16.00
2207,MONARI FEDERZONI,$96.64,22.00
2145,MIAS KITCHEN,$96.15,15.00
333,BIGS,$96.14,46.00
1989,LOCATIONS,$95.96,4.00
2079,MARKE CLAUSTHALER,$95.88,12.00
349,BLACK BOX WINES,$95.88,12.00
1098,ENCORE FLORAL,$95.88,12.00
2824,RED MAN,$95.88,12.00
1585,HOT TAMALES,$95.85,63.00
633,CELLO,$95.84,16.00
856,CRIBARI,$95.84,16.00
1883,LA COLOMBE,$95.68,32.00
963,DIANAS BANANAS,$95.33,17.00
2790,RAILROAD MILLS,$94.95,5.00
1056,E GUIGAL,$94.95,5.00
3163,SOMERDALE,$94.90,10.00
866,CROWN,$94.87,53.00
1047,DURANGO,$94.81,19.00
3400,THE JACKFRUIT COMPANY,$94.81,19.00
2017,LOVE CORN,$94.75,25.00
1019,DREFT,$94.69,9.00
2535,PARMALAT,$94.57,31.00
3511,TUCKS,$94.50,14.00
16,3M SCOTCH,$94.45,25.00
3269,SUCCESS,$94.43,17.00
3274,SUDDENLY SALAD,$94.40,30.00
1087,EL PRFRIDO,$94.23,27.00
3272,SUCRETS,$94.05,95.00
531,CADBURY,$94.00,36.00
103,AMERICAN CREW,$93.95,5.00
938,DELLA,$93.86,14.00
2206,MOM N POPS,$93.81,19.00
157,ARMOR ALL,$93.64,22.00
3027,SEASON,$93.63,25.00
2441,OLD MULE,$93.63,21.00
595,CAROLINA TREET,$93.56,24.00
1592,HUBERTS,$93.53,47.00
1057,EAGLE,$93.45,21.00
3657,WET N WILD,$92.99,33.00
1202,FLEUR DE MER,$92.96,4.00
2620,PIERRE,$92.79,11.00
1010,DRAKES,$92.70,30.00
3294,SUNNIVA,$92.69,31.00
968,DIET RITE,$92.64,36.00
2238,MOUNTAIN VALLEY,$92.25,25.00
2552,PB2,$91.63,17.00
2180,MINERVA DAIRY,$91.53,27.00
2807,RC COLA,$91.51,39.00
534,CAFE DU MONDE,$91.35,9.00
1774,KELLOGGS CRACKLIN OAT BRAN,$91.26,18.00
3321,SWEET LEAF,$91.19,21.00
602,CARYS,$91.06,26.00
3436,TIME,$90.93,7.00
1111,EPPA,$90.93,7.00
2534,PARLIAMENT,$90.87,13.00
93,ALOUETTE,$90.87,13.00
2039,M & M,$90.33,33.00
2370,NICOLAS FEUILLAT,$89.98,2.00
1854,KONA,$89.95,5.00
1572,HOPES END,$89.95,5.00
2216,MONTE ANTICO,$89.94,6.00
2590,PERRIN,$89.94,6.00
2532,PARKWAY,$89.91,9.00
2262,MT VIKOS,$89.91,9.00
504,BULLY HILL VINEYARDS,$89.91,9.00
1916,LANDSHARK LAGER,$89.90,10.00
1663,JAVA FACTORY,$89.90,10.00
3490,TROIS PETITS COCHONS,$89.90,10.00
293,BEEF MASTER,$89.85,15.00
3174,SOUTHEASTERN MILLS,$89.84,86.00
1088,ELEMENT,$89.80,20.00
280,BEANO,$89.70,30.00
3053,SHARPIE,$89.68,28.00
2724,PUR,$89.50,50.00
1755,KEEBLER EL FUDGE,$89.31,23.00
3500,TRUE ULTRA LIGHTS,$88.99,11.00
2949,SALONPAS,$88.51,7.00
721,CLAIROL,$88.41,9.00
2098,MASECA,$88.20,12.00
1317,GARNIER WHOLE BLENDS,$88.01,19.00
949,DESCHUTES,$87.92,8.00
967,DIET PEPSI,$87.84,16.00
1394,GOLDEN,$87.83,17.00
3224,STATESBORO,$87.83,17.00
2301,NATRA TASTE,$87.78,22.00
3204,SPRINGER MOUNTAIN FARMS,$87.72,11.00
2738,PURINA BELLA,$87.27,33.00
1086,EL PREFERIDO,$87.25,25.00
2170,MILK DUDS,$87.25,71.00
2593,PERT PLUS,$86.99,29.00
910,DAOU,$86.97,3.00
1627,INTRINSIC,$86.97,3.00
1403,GO MACRO,$86.71,29.00
2648,POLIDENT,$86.10,16.00
3221,START RIGHT,$86.07,13.00
3209,ST SUPERY,$85.98,2.00
687,CHEWEEZ,$85.97,19.00
1279,FULL THROTTLE,$85.87,13.00
603,CASA MILO,$85.80,20.00
3607,VIRGINIA SLIMS SUPERSLIMS,$85.80,12.00
97,ALTER ECO,$85.72,24.00
2997,SCHWARZKOPF GOT2B,$85.58,12.00
2629,PINWHEELS,$85.54,16.00
1831,KINNIKINNICK FOODS,$85.31,19.00
1826,KING ESTATE WINERY,$84.95,5.00
2150,MICHELLE,$84.95,5.00
2543,PASTABILITIES,$84.83,17.00
376,BLUE PLATE,$84.83,17.00
2727,PURE CITRUS,$84.79,15.00
3217,STARKIST GOURMET CHOICE,$84.77,42.00
1683,JIMS OWN,$84.23,17.00
1225,FORMAGGIO,$83.94,6.00
853,CREME DE LYS,$83.94,6.00
1700,JOKARI,$83.90,10.00
2559,PECAN NATION,$83.88,12.00
2925,RUTHERFORD AND MEYER,$83.88,12.00
1486,HANNAH'S,$83.86,14.00
169,ASIAN FUSION,$83.86,14.00
1619,INCREDIBLE CANDLE,$83.86,14.00
532,CAESARS KITCHEN,$83.86,14.00
2308,NATURAL HEAVEN,$83.86,14.00
3406,THE MUFFIN MAM,$83.79,21.00
